actor_1,actor_2,country,date_aired,episodes,genre,network,rating,reviews,tag,title,users,watchers
Mario Maurer,Toey Jarinporn Joonkiat,Thailand,"Feb  3, 2017 - Mar  4, 2017",14,"Comedy,  Romance",Channel 3,7.8,3,"Spoiled Male Lead, Hate To Love, Strong Female Lead, Character Development, Funny Female Lead, Farm Life, Adapted From A Novel",Bunlang Dok Mai,293,848
Nishikido Ryo,Kamiki Ryunosuke,Japan,"Oct 23, 2015 - Dec 11, 2015",8,"Historical,  Comedy,  School,  Drama",TV Asahi,7.7,2,"Johnny's WEST, Kanjani 8, Teacher, Samurai, Adapted From A Manga, Time Travel, Idol Actor",Samurai Sensei,799,1918
Li Si Yang,Chen Si Yu,China,"Nov  9, 2016 - Dec 26, 2016",17,"Suspense,  School,  Drama,  Sci-Fi",Tencent Video,8.1,2,Adapted From A Comic,Simple Man,73,410
Mineta Kazunobu,Ishihara Satomi,Japan,"Jul 11, 2018 - Sep 12, 2018",10,"Romance,  Drama",NTV,7.7,4,"Florist, Older Man/Younger Woman, Betrayal, Rich Woman/Poor Man, Cheating, Age Gap",Takane no Hana,585,1817
Nam Sang Mi,Kim Jae Won,South Korea,"Jul 14, 2018 - Sep 29, 2018",40,"Mystery,  Psychological,  Romance,  Medical,  Melodrama",SBS,7.7,7,"Recalling Memories, Smart Protagonist, Flashback To Past, Tough Female Lead, Sly Character, PTSD, Love Confession, Competent Protagonist, Mature Protagonist, Secondary Couple",Let Me Introduce Her,818,2561
Kim Shi Eun,Jung Hyo Jun,South Korea,"Apr  4, 2018 - May 23, 2018",8,"Friendship,  Romance,  School,  Youth",Naver TV Cast,7.9,0,"Sibling Rivalry, Miniseries, High School, Friends To Lovers, Clingy Female Lead, Sibling, Web Series, Unrequited Love",Crushes Reverse,132,361
Choi Ji Woo,Lee Sung Jae,South Korea,"Sep 23, 2013 - Nov 26, 2013",20,"Mystery,  Drama,  Family,  Melodrama",SBS,7.7,7,Housekeeper,The Suspicious Housekeeper,2895,6886
Krist Perawat Sangpotirat,Namtan Tipnaree Weerawatnodom,Thailand,"May 12, 2019 - Aug  4, 2019",13,"Friendship,  Comedy,  Romance,  Drama",GMM 25,7.8,9,"Hidden Identity, Mother-Son Relationship, Love Square, Independent Female Lead, Separation At Birth, Filmed Abroad, Sharehouse, Share House",Love Beyond Frontier,322,1215
Jang Hyuk,Son Yeo Eun,South Korea,"Oct  1, 2018 - Nov 27, 2018",32,"Adventure,  Drama,  Family,  Sports,  Tragedy",MBC,7.7,1,"Boxing, Low Self-esteem Protagonist, Morally Ambiguous Lead, Mad Dog, Car Accident, Impulsive Male Lead, Benevolent Father, Secret Crush, Scientist, Secret",Bad Papa,612,2140
Kang Ji Hwan,Han Ji Min,South Korea,"Jun  6, 2007 - Aug  2, 2007",16,"Historical,  Comedy,  Romance,  Drama",KBS2,7.7,14,Japanese Colonial Rule,Capital Scandal,1189,3055
Matsumoto Jun,Aragaki Yui,Japan,"Apr 17, 2009 - Jun 26, 2009",11,"Romance,  Life,  Drama",TBS,7.7,6,"Prejudice, Prison, Wrongfully Accused, Muteness, Idol Actor, Arashi, Tearjerker, Idol Actor",Smile,1636,4134
Leon Zhang,Bridgette Qiao,China,"Apr 13, 2019 - May  3, 2019",38,"Friendship,  Business,  Romance,  Youth","Dragon TV, ZJTV",7.8,4,"Office Romance, First Love, Sworn Enemy, Painting, Workplace Romance, Brother And Sister, Rivalry, Seaside, Workplace, Dream",In Youth,250,1332
Sawamura Ikki,Yokoyama Yu,Japan,"Jan  6, 2020 - Mar 16, 2020",11,"Mystery,  Detective,  Investigation",Fuji TV,8.1,0,Kanjani 8,Zettai Reido 4,60,160
Uhm Tae Woong,Han Ji Min,South Korea,"Jun  1, 2005 - Aug 18, 2005",24,"Thriller,  Romance,  Drama,  Detective",KBS2,7.8,4,"Identical Twins, Hidden Identity, Revenge, Twins",Resurrection,394,1305
Lee Seo Jin,Song Ji Hyo,South Korea,"Jul 25, 2011 - Nov 22, 2011",36,"Historical,  Romance,  Drama",MBC,7.8,5,"Historical Drama, Tang Disnasty, Sword-fight, Baekje Dynasty, Silla Dynasty",Gye Baek,373,1186
Non Chanon Santinatornkul,Punpun Sutatta Udomsilp,Thailand,"Feb 13, 2019 - May  8, 2019",13,"Romance,  Drama,  Tragedy",GMM 25,7.8,4,"Blind Character, Fortune-teller, Bad Luck, Disapproving Parent, Disability, Love Triangle",Bangkok Love Stories 2: Plead,266,623
Kim Go Eun,Park Hae Jin,South Korea,"Jan  4, 2016 - Mar  1, 2016",16,"Friendship,  Psychological,  Romance,  Life,  Drama",tvN,7.7,123,"Adapted From A Webtoon, Second Lead Syndrome, College Life, Psychological, Rich Male Lead, Stalking, Cold Man, Love Triangle, Antihero, Male Chases Female First",Cheese in the Trap,27096,49879
Aviis Zhong,Wes Lo,Taiwan,"Feb  2, 2020 - May 31, 2020",18,"Friendship,  Business,  Romance,  Life,  Drama,  Family","SET TV, TTV, LINE TV, Vidol, LINE TV, LINE TV",7.9,3,"Strong Female Lead, Cold Woman, Business Rivalry, Opposites Attract, Hate To Love, Teamwork, Love–Hate Relationship, Love Triangle, Family Problems, Marketing",The Wonder Woman,180,867
Katori Shingo,Kato Koji,Japan,"Jan  7, 2002 - Mar 18, 2002",11,"Friendship,  Family",Fuji TV,7.9,2,"SMAP, Idol Actor",Hito ni Yasashiku,116,391
Johnny Kou,Zhi Qin Ma,Taiwan,"Jul 23, 2015 - Nov  3, 2015",74,"Romance,  Drama,  Family",SET TV,8.1,0,,Bitter Sweet,60,254
Jang Hyuk,Oh Yeon Seo,South Korea,"Jan 19, 2015 - Apr  7, 2015",24,"Historical,  Romance,  Drama,  Supernatural,  Political",MBC,7.7,11,"King, Power Struggle, Princess, Secret, Goryeo Dynasty, Strong Female Characters, Queen Dowager, Merchant, Strong Male Lead, Fight",Shine or Go Crazy,2344,6171
Jason Pai,Kathy Chow,Hong Kong,"Feb 16, 2009 - Mar 27, 2009",30,"Action,  Crime,  Drama",TVB Jade ,7.8,0,,E.U. (Emergency Unit),287,573
Kim Nam Gil,Oh Yeon Soo,South Korea,"May 26, 2010 - Aug  5, 2010",17,"Suspense,  Romance,  Drama,  Melodrama",SBS,7.7,29,"Puppy-dog Eyed Male Lead, Stuntman, Traumatic Past, Museum Curator, Poor Female Lead, Revenge, Double Identity",Bad Guy,3835,7545
Watanabe Anne,Katori Shingo,Japan,"Apr  9, 2013 - Jun 18, 2013",11,"Comedy,  School,  Supernatural",Fuji TV,7.7,3,"Teacher, Ghost, Idol Actor, Kis-My-Ft2, SixTones, King & Prince, SMAP",Kasuka na Kanojo,752,1693
Xu Kai Cheng,Hu Yi Xuan,China,"Sep 25, 2018 - Nov 13, 2018",22,"Historical,  Romance,  Fantasy,  Supernatural",Sohu TV,7.7,5,"Cold Man/Warm Woman, Cat, Time Travel, Personality Change, Witch, Magic, Curse, Reincarnation, Adventure, Height Difference",I'm a Pet At Dali Temple,688,2501
Choi Kang Hee,Ji Sung,South Korea,"Aug  3, 2011 - Sep 29, 2011",18,"Business,  Comedy,  Romance,  Melodrama",SBS,7.7,58,"Boss/Employee Relationship, Office Romance, Love Square, Strong Female Lead, Eccentric Male Lead, Sismance, Bromance, Ex-girlfriend Comes Back, Hate To Love, Phobia",Protect the Boss,13805,26541
Liu Ye,Chen Bao Guo,China,"Oct  6, 2014 - Nov 30, 2014",53,"Military,  Historical,  Drama,  Political",,8.6,0,"1940s, Tough Male Lead, Pilot, Chinese Republican Era, Spy, Brothers, Corruption, Bromance, Father-Son Relationship, Undercover Agent",All Quiet in Beijing,37,352
Krit Shahkrit Yamnam,Margie Rasri Balenciaga,Thailand,"May 16, 2013 - Jun 21, 2013",11,,Channel 3,7.8,2,"Older Man/Younger Woman, Mafia, Age Gap",Mon Jun Tra,172,396
Ha Ji Won,Lee Seo Jin,South Korea,"Jul 28, 2003 - Sep  9, 2003",14,"Historical,  Romance,  Crime,  Tragedy",MBC,7.7,11,"Adapted From A Manhwa, Joseon Dynasty, Sibling",Damo,1003,2634
Lee Young Eun,Choi Won Young,South Korea,"May 16, 2011 - Nov  9, 2011",120,"Romance,  Drama,  Melodrama",SBS,7.9,0,,While You Were Sleeping,166,863
Higashiyama Noriyuki,Yoshida Kotaro,Japan,"Jul 15, 2015 - Sep  9, 2015",9,Detective,TV Asahi,8.1,1,"Shonentai, Idol Actor",Keiji 7-nin,62,254
Sano Hayato,Furukawa Tsuyoshi,Japan,"Apr  9, 2020 - May 28, 2020",8,"Youth,  Sports",NTV,8.3,2,"Table Tennis, Idol Actor, Friendship",FAKE MOTION: Takkyu no Osho,56,197
Pong Nawat Kulrattanarak,Esther Supreeleela,Thailand,"Feb 19, 2020 - Apr 30, 2020",22,"Romance,  Drama,  Fantasy",GMM One,8.3,2,"Time Travel, Miracle, Company Ceo, Star Crossed Lovers, Nice Female Lead, Secondary Couple, Love Quadrangle, Lovers Separated, Real Kisses, Forbidden Love",Deja Vu,54,253
Kim Myung Min,Ahn Yun Hong,South Korea,"Sep  4, 2004 - Aug 28, 2005",104,"Action,  Military,  Historical,  Drama,  Martial Arts",KBS1,8.5,1,"Biographical, Warrior, Gwanghaegun Of Joseon, Joseon Dynasty",Immortal Admiral Yi Sun Shin,43,291
Niu Jun Feng,Fair Xing,China,"May 30, 2019 - Jun 27, 2019",36,"Romance,  School,  Youth",Tencent Video,7.7,14,"Father-Daughter Relationship, Hate To Love, Enemies To Lovers, Rich Man/Poor Woman, Modern China, Spoiled Male Lead, Mother-Son Relationship, Father-Son Relationship, Male Chases Female First, Adapted From A Novel","Your Highness, The Class Monitor",1215,3521
Jeremy Jones Xu,Uvin Wang,China,"Mar 20, 2020 - Apr  9, 2020",34,"Historical,  Comedy,  Romance,  Wuxia",Tencent Video,7.8,13,"Winged Species, Interspecies Romance, Hatred, Steamy Kiss, Older Man/Younger Woman, Sword-fight, Novoland, Conspiracy, Snowy Setting, Magic",Novoland: The Castle in the Sky 2,497,1711
Ji Sung,Lee Hye Ri,South Korea,"Apr 20, 2016 - Jun 16, 2016",18,"Music,  Business,  Comedy,  Drama",SBS,7.7,21,"Girl's Day, Entertainment Industry, Older Man/Younger Woman, Single Parent, Band, Older Woman/Younger Man, Age Gap, Idol, Unrequited Love, Bromance",Entertainer,5875,13992
Weir Sukollawat Kanarot,Mook Mookda Narinrak,Thailand,"May 26, 2020 - Jul 14, 2020",15,"Romance,  Drama",Channel 7,7.9,5,"Widower, Older Man/Younger Woman, Single Parent, Hate-love Relationship, Remake, Marriage Of Convenience, Misunderstanding, Age Gap, Student, Death Of A Parent",Marn Bang Jai,163,644
Vill Wannarot Sonthichai,Son Yuke Songpaisan,Thailand,"Mar 15, 2017 - May 24, 2017",21,"Historical,  Romance,  Drama,  Supernatural",GMM One,7.8,5,"Obsessive Second Lead, Reincarnation, Love Triangle, Star Crossed Lovers, Domestic Abuse, Lovers Separated, Reincarnated Lovers, Power Struggle, Past And Present, Different Timelines",Tae Pang Korn,225,682
Kiritani Mirei,Daichi Mao,Japan,"Sep  2, 2015 - Dec  4, 2015",13,"Business,  Drama",Netflix,7.7,7,"Designer, Fashion, Gay Character",Underwear,1105,2390
Porche Saran Sirilak,Kwan Usamanee Vaithayanon,Thailand,"Jul 23, 2017 - Aug 18, 2017",10,"Action,  Romance,  Drama",Channel 7,8.0,1,"Plot Twist, Journalist, Drug Dealer, Hate To Love, Police, Childhood Friends",Paragit Ruk Series: Meu Brap Jao Hua Jai,107,418
Mik Thongraya,Mook Mookda Narinrak,Thailand,"Jul 25, 2017 - Sep 19, 2017",17,"Historical,  Romance,  Drama,  Family,  Melodrama",Channel 7,7.8,9,"Forbidden Love, Age Gap, Older Man/Younger Woman, Adapted From A Novel, Domestic Abuse, Lovers Separated, Family Drama, Sassy Female Lead, Male Chases Female First, Obsessive Second Lead",Massaya,521,1393
Shioya Shun,Nagasawa Nao,Japan,"Feb 17, 2002 - Feb  9, 2003",51,Tokusatsu,TV Asahi,7.9,0,"Ninja, Superhero, Hamster, Father-Daughter Relationship, Idol",Ninpuu Sentai Hurricaneger,159,373
Han Chae Young,Bae Soo Bin,South Korea,"Nov 24, 2018 - Feb 16, 2019",48,"Romance,  Life,  Drama,  Family,  Melodrama,  Mature",MBC,7.8,1,"Punishment, Plotting, Hatred, Stoic Characters, Break Up, Strong Female Characters, Nice Female Lead, Mistake, Grandma-Grandson Relationship, Repentance",A Pledge to God,252,1033
Kamenashi Kazuya,Tegoshi Yuya,Japan,"Jan 15, 2010 - Mar 19, 2010",10,"Friendship,  Comedy,  Romance,  Life,  Supernatural",TBS,7.7,47,"Personal Growth, Adapted From A Manga, Low Self-esteem Protagonist, Socially Awkward Protagonist, Eccentric Female Lead, Winter, Stalker, Arrogant Male Lead, Special Power, Cohabitation",Yamato Nadeshiko Shichi Henge,12599,19953
Horikita Maki,Dan Rei,Japan,"Jan 13, 2016 - Mar 16, 2016",10,"Drama,  Supernatural,  Detective,  Investigation",NTV,7.8,2,"Mind Reading, Special Power",Higanbana: Keishicho Sosa Nana ka,407,1594
Nadech Kugimiya,Yaya Urassaya Sperbund,Thailand,"Jun 29, 2012 - Aug  4, 2012",17,"Comedy,  Romance,  Life,  Drama",Channel 3,7.8,2,"Bickering Couple, Agriculture, Hate To Love, Personal Growth, Adapted From A Novel, Love Triangle",Torranee Ni Nee Krai Krong,259,736
Kimura Fumino,Aoki Munetaka,Japan,"Nov 17, 2019 - Dec 22, 2019",6,"Suspense,  Mystery,  Crime,  Detective,  Investigation",WOWOW,7.9,1,"Asami Kazushi, Adapted From A Novel, Satsujin Bunsekihan Series, Cops Vs Criminals, Psychopath, Father-Daughter Relationship, Murder, Serial Killer",Chou no Rikigaku,115,348
Gabrielle Guan,Song Wei Long,China,"Jan 14, 2018 - Apr 16, 2018",54,"Historical,  Romance,  Wuxia,  Fantasy,  Melodrama,  Supernatural",Hunan TV,7.7,21,"Power Struggle, Adapted From A Novel, Historical Fantasy, Arranged Marriage, Royalty, Betrayal, Hidden Identity, Female General, Consort, Temporary Blindness",Untouchable Lovers,1541,4933
Nick Chou,Summer Meng,Taiwan,"Apr 15, 2017 - Jul 29, 2017",15,"Friendship,  Romance,  Youth,  Fantasy",TTV,7.8,2,"Friends To Lovers, Multiple Couples, College Life, Childhood Friends, Time Travel","Love, Timeless",305,1049
Nakama Yukie,Takaki Yuya,Japan,"Apr 19, 2008 - Jun 28, 2008",11,"Action,  Friendship,  Comedy,  School,  Youth,  Drama",NTV,7.7,6,"Johnny's WEST, Hey! Say! Jump, Signature Move, Delinquent, High School, Persistent Teacher, Yakuza, Strong Female Lead, Adapted From A Manga, Idol Actor",Gokusen 3,5250,8609
Sam Lee,Edmond  Leung,Hong Kong,"Jul 10, 2002 - Sep  2, 2002",40,,TVB Jade ,7.8,1,Journey To The West,The Monkey King: Quest for the Sutra,254,501
Shibasaki Ko,Sugimoto Tetta,Japan,"Jan  8, 2017 - Dec 17, 2017",50,"Historical,  Romance,  War",NHK,8.1,1,"Taiga, Sengoku Period",Onna Joushu Naotora,92,776
Qin Hao,Deng Jia Jia,China,"Sep  6, 2017 - Sep 23, 2017",12,"Suspense,  Crime,  Drama","iQiyi, iQiyi",8.1,1,"Manipulative Character, Police Officer, Lawyer, Smart Male Lead, Death, Revenge, Murder, Adapted From A Novel, Serial Killer",Burning Ice,80,571
Yoshioka Hidetaka,Shibasaki Ko,Japan,"Jul  3, 2003 - Sep 11, 2003",11,"Drama,  Medical",Fuji TV,7.9,1,"Strong Female Lead, Adapted From A Manga",Dr. Koto Shinryojo,136,323
Narimiya Hiroki,Mizutani Yutaka,Japan,"Oct 16, 2013 - Mar 19, 2014",19,"Action,  Suspense,  Mystery,  Crime",TV Asahi,8.4,0,,Aibou: Season 12,41,145
Hou Pei Shan,Anson Qiu,China,"Dec  7, 2017",20,"Romance,  School,  Youth,  Drama",Tencent Video,7.7,6,"Possessive Male Lead, Male Chases Female First, Rich Male Lead, Love Triangle, Disapproving Parent, Contract Relationship, Love–Hate Relationship, Rich Man/Poor Woman, Death Of A Parent, Poor Female Lead","Dragon Day, You're Dead",1234,3197
Thanawat Wattanaputi,Mew Nittha Jirayungyurn,Thailand,"Apr  5, 2013 - May  3, 2013",13,"Adventure,  Historical,  Romance,  Drama,  Family",Channel 3,7.8,1,"Liar Female Lead, Lovers Separated, Spoiled Female Lead, Forbidden Love, Arranged Relationship, Traveling, Hidden Identity, Hate To Love, Misunderstanding, Lying",Khun Chai Pawornruj,306,609
Tamamori Yuta,Furukawa Yuuki,Japan,"Oct 20, 2017 - Dec  8, 2017",8,"Mystery,  Comedy,  Crime,  Investigation",TV Asahi,7.8,2,"Kis-My-Ft2, NEWS(Band), Adapted From A Manga, Idol Actor",Juuyou Sankounin Tantei,274,1062
Ter Chantavit Dhanasevi,Ice Preechaya Pongthananikorn,Thailand,"Nov 30, 2013 - Feb  8, 2014",21,"Comedy,  Romance",GMM One,8.2,0,"Bickering Couple, Neighbors, Married Couple",ATM 2: Koo ver Error Er Rak,64,201
Xu Ke,Dai Lu Wa,China,"Mar 19, 2019 - Apr 16, 2019",36,"Historical,  Comedy,  Crime,  Fantasy,  Detective","iQiyi, iQiyi",7.8,4,"Romance, Immortality, Bickering Couple, Cute Male Lead, Playful Male Lead, Strong Female Lead",The Plough Department of Song Dynasty,266,891
Michael Chen,Sean Sun,China,"Jan 24, 2011 - Feb  2, 2011",20,"Comedy,  Romance,  Youth,  Sitcom",Dragon TV,8.3,0,,iPartment 2,58,115
Yoon Shi Yoon,Kim Sae Ron,South Korea,"May 13, 2016 - Jul 16, 2016",20,"Historical,  Comedy,  Romance,  Medical,  Fantasy,  Supernatural,  Tragedy",jTBC,7.7,25,"Joseon Dynasty, Witch, Magic, Black Magic, Curse, Nice Male Lead, Revenge, Female Antagonist, Noble Woman/Common Man, Female Warrior",Mirror of the Witch,5482,13676
Annie Chen,George Hu,Taiwan,"Oct 31, 2012 - Mar  5, 2013",72,"Friendship,  Comedy,  Romance,  Life,  Drama,  Family",SET TV,7.7,15,"Steamy Kiss, Marriage, Betrayal, Male Chases Female First, Terminal Illness, Multiple Couples","Love, Now",1965,4950
Huang Pei Jia,Chris Wu,Taiwan,"Jan 23, 2020",6,"Thriller,  Historical,  Mystery,  Horror,  Drama,  Family,  Supernatural","Netflix, Netflix, Netflix, Netflix",7.7,15,"Ghost, Strong Female Lead, Murder, Adapted From A Novel, Love Triangle, 1800s, Forced Marriage, Afterlife, Slight Romance, Death",The Ghost Bride,1278,2553
Kevin Yan,Song Yi,China,"Jan  4, 2018 - Jan 29, 2018",46,"Action,  Historical,  Romance,  War","Tencent Video, Anhui TV, iQiyi, Sohu TV, iQiyi, Mango TV, Mango TV",8.0,3,"Socialite, Complication, Historical Fiction, Death Of A Parent, Naive Female Lead, Betrayal, Chinese Republican Era, Hidden Identity, Spy, Death",Love In Han Yuan,107,483
Zha Jie,Ash Zhu,China,"Jun 15, 2017 - Aug 22, 2017",30,"Action,  Friendship,  Wuxia",Sohu TV,8.1,1,"Multiple Couples, Bromance, Multiple Mains, King, Warrior, Censored Romance, Power Struggle, Melodrama",Men with Sword 2,89,573
Tiffany Tang,Hawick Lau,China,"Jan 28, 2015 - Feb 21, 2015",46,"Historical,  Romance,  Drama",JSTV,7.7,10,"Stolen Identity, Lying, Amnesia, Lovers Separated, Possessive Male Lead, Male Chases Female First, Obsessive Second Lead, Obsession, Mafia, Love At First Sight",Lady & Liar,964,2856
Uemura Kihachirou,Nakamura  Youko,Japan,"May  1, 1986 - Feb 21, 1987",50,Tokusatsu,TV Asahi,8.3,0,,Choushinsei Flashman,53,144
Li Wen Han,Bella Du,China,"May 29, 2018 - Jun 24, 2018",24,"Comedy,  Romance,  Drama",Youku,7.7,11,"Haphephobia, Scopophobia, Phobia, Trauma, Idol, Actor, Entertainment Industry, Nice Female Lead, Multiple Couples, Clingy Male Lead",Sm:)e,1857,5391
Earth Pirapat Watthanasetsiri,New Thitipoom Techaapaikhun,Thailand,"Apr  9, 2017 - Jul  9, 2017",14,"Comedy,  Romance,  School,  Youth,  Sports",GMM 25,7.7,46,"Gay Relationship, Multiple Couples, Gay Character, LGBTQ+, Lgbt Parents, Swimming, Slow Romance, Age Gap, Love Triangle, Older Man/Younger Man",Water Boyy,5324,9329
Kamenashi Kazuya,Tabe Mikako,Japan,"Oct 12, 2013 - Dec 14, 2013",10,"Mystery,  Romance,  Drama,  Family",NTV,7.7,3,"Cohabitation, Bookstore, V6, Hey! Say! Jump, Marriage Proposal, KAT-TUN, Book, Hidden Identity, Family Secret, Adapted From A Novel",Tokyo Bandwagon,866,2699
Jeff,,South Korea,"Feb 26, 2018 - Mar  8, 2018",4,"Comedy,  Romance,  Life,  Drama",,8.0,0,"Miniseries, Unrequited Love, Tutor, Web Series, Student/Teacher Relationship, First Love, High School To College, Idol Actor",Six Love Story,113,300
Ken Theeradeth Wongpuapan,Toey Jarinporn Joonkiat,Thailand,"Oct 21, 2018 - Nov 18, 2018",13,"Comedy,  Romance,  Drama,  Detective,  Investigation",Channel 3,7.9,2,"Older Man/Younger Woman, Smart Male Lead, Male Chases Female First, Adapted From A Novel",Mee Piang Rak,157,472
Yabu Kouta,Yaotome Hikaru,Japan,"Oct 15, 2004 - Mar 25, 2005",22,"Friendship,  School,  Drama,  Family",TBS,8.4,0,"Hey! Say! Jump, Teacher, Middle School, Idol Actor",3 nen B gumi Kinpachi Sensei 7,48,138
James Ma,Matt Peeranee Kongthai,Thailand,"May 30, 2015 - Jun 28, 2015",14,"Action,  Military,  Historical,  Romance,  Drama,  War",Channel 3,8.1,2,"Patriotism, Swordsman, Slow Burn Story, Skilled Killer, Army, Strong Male Lead, Politics, Smart Female Lead, Power Struggle, Older Man/Younger Woman",Ka Badin,71,303
Todo Shinji,Iida Michio,Japan,"Mar 16, 1987 - Jan 17, 1988",39,"Action,  Tokusatsu,  Drama,  Sci-Fi",TV Asahi,8.5,0,,Choujinki Metalder,37,125
Park Soo Ae,Kwon Sang Woo,South Korea,"Jan 14, 2013 - Apr  2, 2013",24,"Romance,  Drama,  Melodrama",SBS,7.7,17,"Orphan Female Lead, Orphan Male Lead, Orphanage, Marriage Of Convenience, Adapted From A Manhwa, Orphan, Abusive Parents, Revenge, Tragic Past, Marriage",Queen of Ambition,1429,4531
Wang Tian Chen,Karlina Zhang,China,"Oct 29, 2018 - Nov  1, 2018",36,"Historical,  Comedy,  Romance","iQiyi, iQiyi",8.0,2,"Tang Dynasty, Time Travel, Emperor Taizong Of Tang, Star Crossed Lovers, Adapted From A Novel",Tang Dynasty Tour,113,572
William Chan,Bai Bai He,China,"Mar 25, 2018 - Apr 15, 2018",40,"Action,  Business,  Comedy,  Romance,  Drama","JSTV, ZJTV, iQiyi, Youku, iQiyi",7.7,14,"Flashback To Past, Tough Male Lead, Tech-Savvy Couple, Smart Female Lead, Infidelity, Hate To Love, Gang, Strong Female Lead, Second Lead Syndrome, Revenge",Only Side by Side with You,1303,3839
Kitagawa Keiko,Kimura Manatsu,Japan,"Oct 13, 2012 - Dec 22, 2012",11,"Mystery,  School,  Supernatural",NTV,7.7,3,"Momoiro Clover Z, Dream, Teacher, Science, Precognition, Idol Actor",Akumu-Chan,1388,3710
Oguri Shun,Muro Tsuyoshi ,Japan,"Mar 23, 2019 - Mar 24, 2019",2,"Historical,  Business,  Romance,  Drama,  War,  Political",TV Tokyo,8.3,1,"Yamazaki Toyoko, Adapted From A Novel, Nuclear Bomb, Pacific War, Betrayal, Prejudice, Military",Two Homelands,44,280
Naka Riisa,Kaga Takeshi,Japan,"Oct  4, 2014 - Nov 16, 2014",7,"Life,  Drama,  Family",NHK,8.0,2,"Slice Of Life, Mourning, Step Family, Strong Female Lead","Yuube no Curry, Ashita no Pan",126,365
Park Chan Yeol,Moon Ga Young,South Korea,"Apr  9, 2015 - May 28, 2015",16,"Friendship,  Music,  Comedy,  Romance",Naver TV Cast,7.7,41,"EXO, Bromance, Neighbors, Miniseries, Web Series, Idol Actor, First Love, Love Triangle",EXO Next Door,15934,26330
Li Sheng,Mickey He,China,"Jan 28, 2013 - Feb  7, 2013",41,"Historical,  Romance,  Drama","BTV, Hunan TV",8.0,6,"Polygamy, Qing Dynasty, Palace, Misunderstanding, Obsession",Desperate Love,116,501
Daddi Tang,Huang Ri Ying,China,"Dec  7, 2019 - Dec 30, 2019",30,"Adventure,  Friendship,  Historical,  Comedy,  Romance,  Youth,  Fantasy","Tencent Video, Mango TV, Mango TV, Ningbo TV",7.8,7,"Music, Funny Female Lead, Amnesia, Married Couple, Multiple Couples, Prince, Throne Successor, Love–Hate Relationship, Marriage, Virtual Game",To Get Her,546,1940
Nakajima Yuto,Endo Kenichi,Japan,"Jul 17, 2016 - Sep 18, 2016",9,"Business,  Drama",Fuji TV,7.9,2,"Johnny's WEST, Hey! Say! Jump, Japanese Chess, Mind Sport, Idol Actor",Hope - Kitai Zero no Shinnyu Shain,189,767
Shinohara Ryoko,Nagayama Eita,Japan,"Jan 10, 2006 - Mar 21, 2006",11,"Action,  Suspense,  Mystery,  Drama,  Detective,  Investigation",Fuji TV,7.8,3,"Buddy Cop, Strong Female Lead, Police, Adapted From A Novel, Serial Killer",Unfair,475,1176
Sakai Masato,Oizumi Yo,Japan,"Jan 10, 2016 - Dec 18, 2016",50,,NHK,8.2,1,"Nikkan Daily Sports Drama GP, Taiga, Sengoku Period",Sanadamaru,71,403
